"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ZP4",-0.0253316513722729,0.0197774347398202,-2.05902015798048,0.0398652645198406,0.173990341144617,-4.08813899167579
"S100A9",-2008.93614479098,8932.22362489678,-2.05887437156091,0.0398792744255834,0.173990341144617,-4.08842294328607
"DPY19L2P1",-1.01709990364858,9.36872698442556,-2.05883842759751,0.0398827292420213,0.173990341144617,-4.08849294913195
"THBS2",-0.621585403512435,1.47171175160509,-2.05883422471258,0.0398831332262202,0.173990341144617,-4.08850113475342
"CDKL2",-13.6222015127036,235.232806923327,-2.05861912948869,0.0399038129737722,0.174035603986863,-4.08892003642698
"CD22",14.667755373598,97.2322595494926,2.05851316393154,0.0399140040968588,0.174035603986863,-4.08912639029811
"LOC284080",-1.30499724664752,10.8264871846047,-2.05851104959214,0.0399142074636856,0.174035603986863,-4.089130507587
"NXNL2",-0.489368230165406,2.43253745287263,-2.05826580690538,0.0399378020044975,0.174108385371836,-4.08960804449517
"KNTC1",-11.4662355890261,333.569160030904,-2.05813088723247,0.0399507875401139,0.174134899760123,-4.08987073632285
"LOC101927365",-7.94287165478369,122.586796864538,-2.05782459267172,0.0399802806211895,0.174228918598049,-4.09046703604666
"PRR32",16.3672482146776,60.8764688418281,2.05773119749489,0.0399892773179385,0.174228918598049,-4.09064884201439
"PCDH12",-0.846124106492921,5.02331157367766,-2.05769173164959,0.0399930795544997,0.174228918598049,-4.09072566501276
"KDELC1",-2.03946822079624,34.9298634066106,-2.05759205735466,0.0400026837895295,0.174240665844775,-4.09091968144758
"SLC22A20",-3.57076490373085,56.4156431745192,-2.05734155354898,0.0400268300382555,0.174265948130434,-4.09140724719747
"SNORD14D",-0.460131666263484,3.76648333610945,-2.05733279293727,0.0400276747043511,0.174265948130434,-4.09142429727191
"COPS8",-26.4983065571139,1265.2861048178,-2.05731682433082,0.0400292143778835,0.174265948130434,-4.09145537550266
"RASGEF1A",-6.68631201776763,90.1592612289873,-2.05701516561025,0.0400583094039907,0.174362518793142,-4.09204242139717
"SYNE4",8.08150960049312,275.391931079703,2.05664965910383,0.0400935866443968,0.174485960924477,-4.0927536050248
"C7orf31",-7.11455491751951,128.605235551904,-2.05656836509091,0.0401014364096508,0.174490017594796,-4.09291176574274
"XRCC5",139.507820601735,10521.0761394905,2.05645919127933,0.040111980308848,0.174501568570083,-4.09312415800133
"CCDC144B",-2.7167378174136,23.4389300835465,-2.05639762645921,0.0401179272176462,0.174501568570083,-4.09324392440977
"SCX",-3.07161445188201,40.8952900436856,-2.05620162926462,0.0401368647330162,0.174524112111859,-4.09362518807131
"ATP2C2",178.925723361164,4410.61586612378,2.05620076846851,0.0401369479210629,0.174524112111859,-4.09362686245627
"PRIM2",9.45238747556147,309.956430636748,2.05559295280515,0.0401957243285649,0.174749560576305,-4.09480898760195
"NOL3",22.322218979576,609.13182731502,2.05529098271014,0.0402249523424244,0.174829061291957,-4.09539615322645
"ZKSCAN2",8.27646441341176,359.802612499912,2.0552608167946,0.0402278731263288,0.174829061291957,-4.09545480464941
"CDX2",0.0870126728917207,0.180839533017588,2.05517589414383,0.0402360966431244,0.174834677299943,-4.09561991472618
"FAM179B",-105.128242972623,2581.25864018108,-2.05485201822173,0.0402674724063301,0.174932461700957,-4.09624954565652
"STK4",-62.8612980316104,1870.79546427967,-2.05477475783913,0.0402749601445509,0.174932461700957,-4.096399729217
"LINC00473",-0.129029860051777,0.230334336768237,-2.05472888989894,0.0402794060243879,0.174932461700957,-4.09648888754853
"LRP4",27.042581194719,280.622371052939,2.05415259968529,0.040335300133776,0.175126326676309,-4.09760891590943
"PLA2G4E",-2.37504072105388,13.6689428216652,-2.05412549668617,0.0403379304626291,0.175126326676309,-4.09766158334284
"ZNF628",20.0417177070726,477.812847947217,2.05383148716978,0.0403664732680237,0.175149898449895,-4.09823286815191
"PCA3",0.0304331677719425,0.0270763026233332,2.05378731332424,0.0403707632019691,0.175149898449895,-4.09831869461107
"NUDCD1",-24.889918299777,515.867093708657,-2.05375748832998,0.0403736598692578,0.175149898449895,-4.09837664130093
"LOC100133315",-1.56584424920682,40.9790008423801,-2.05374238295313,0.0403751270031709,0.175149898449895,-4.098405989073
"PUM1",73.1756914693569,4693.87104994041,2.05368715589803,0.040380491404953,0.175149898449895,-4.09851328620572
"MYH16",0.81912470927159,8.46589167650559,2.05358907801069,0.0403900195545252,0.175149898449895,-4.09870382847323
"FOPNL",-31.5296762868261,1163.7371361733,-2.05356904108623,0.0403919663528005,0.175149898449895,-4.09874275439954
"SNORA32",-1.33651689351654,11.7882165225162,-2.05320064092423,0.040427774522306,0.175275040314652,-4.09945838211843
"GPC1",144.479248133211,3087.09922998691,2.05273738805412,0.0404728405737214,0.175393176552053,-4.10035808397994
"COL5A2",-7.52374275085874,122.235347273514,-2.05272152588622,0.0404743844287289,0.175393176552053,-4.10038888697921
"WDR81",36.4912150415628,1556.51147743582,2.05269142790568,0.0404773139841414,0.175393176552053,-4.10044733408634
"CAMSAP3",59.0656663660477,1946.32150952739,2.05257847568936,0.04048830967664,0.175393176552053,-4.10066666784379
"UEVLD",-32.0903156233117,1259.84981199958,-2.05256326952714,0.0404897901626469,0.175393176552053,-4.10069619468269
"FARP2",-21.6503204493019,1147.01343791687,-2.05230997714385,0.0405144577082135,0.175463011550821,-4.10118799796168
"STEAP3-AS1",1.661970834794,19.4359562142305,2.05225489140786,0.0405198240676947,0.175463011550821,-4.1012949468395
"MTTP",-3.25363112067286,38.3953170094826,-2.0521724353809,0.0405278579233151,0.175467677352849,-4.10145502980167
"PYGM",-1.17556606326526,8.7266515288861,-2.05206789911861,0.0405380450458463,0.175481662645688,-4.10165797096195
"CCNI",151.027303044967,8074.18568770869,2.05197179856359,0.0405474120227727,0.175492093490463,-4.10184452648256
"RRP15",-14.3172519802,572.395205853551,-2.05168946687999,0.0405749416935969,0.175581116706002,-4.10239255390002
"LINC00930",-0.843305672789303,4.47580607930544,-2.05156281215949,0.0405872967335444,0.175604455026917,-4.10263837621958
"MAP2K6",17.490034580598,316.285137896994,2.0514026720197,0.040602922817496,0.175636767817844,-4.10294916845715
"SPNS1",33.7312016489382,1521.26168849634,2.05134356812579,0.0406086913222988,0.175636767817844,-4.10306386838401
"CHST1",2.26930633111957,11.7358254144429,2.0509497260416,0.0406471478545584,0.175772956880401,-4.10382809441353
"NDUFB2-AS1",1.36228361207016,40.5943190702405,2.05058751649888,0.040682542947159,0.175887084063813,-4.10453081157232
"ZNF25",-8.80517293453431,297.67929849169,-2.05047963712073,0.0406930899717345,0.175887084063813,-4.10474008300911
"ZMAT2",46.0967901330773,2665.7738482631,2.05041297696034,0.0406996082851056,0.175887084063813,-4.10486938929153
"MIR200B",-2.49642337771088,24.1214360202286,-2.05039433268242,0.0407014315604375,0.175887084063813,-4.10490555441234
"ZFR",-75.3948988327948,3649.09874705941,-2.04955907380285,0.0407831850380128,0.176207682194048,-4.10652540946683
"MUC2",5520.18710060778,38303.4986082029,2.04941605158425,0.0407971977447874,0.176207682194048,-4.10680271353233
"CCL23",3.01800192789598,6.7380844110165,2.04941466826167,0.0407973332967962,0.176207682194048,-4.10680539554663
"POLR3GL",19.4720712821089,801.26030425541,2.04930332694904,0.0408082449050319,0.176207682194048,-4.10702126051236
"SOWAHD",-2.28962227183175,25.1361655365174,-2.04927982283098,0.0408105486591194,0.176207682194048,-4.10706682806233
"NAA50",-125.953625845466,4270.93541073073,-2.04876907035637,0.0408606373049775,0.176364628068667,-4.10805689896858
"CAPN11",-0.125369856419244,0.440902978000371,-2.04875018276196,0.0408624905805735,0.176364628068667,-4.10809350705626
"PRMT8",-7.87402497723716,76.2191128698744,-2.04860879224009,0.0408763662720269,0.176364628068667,-4.10836754072165
"OPLAH",19.8790117576617,538.679350355317,2.0485820705649,0.0408789891160186,0.176364628068667,-4.10841932878951
"EGFL6",26.5826249992807,280.734909055518,2.0485528462609,0.0408818577671066,0.176364628068667,-4.10847596632525
"LOC283299",-0.499743854428262,3.65181197576665,-2.04835540987062,0.0409012425579403,0.176375444633806,-4.10885858278743
"CFL1",585.523842107183,14754.2164205162,2.04834610714297,0.0409021561151695,0.176375444633806,-4.10887660985629
"CNTNAP2",6.24263129883157,72.3778042986228,2.04831366493122,0.0409053421783921,0.176375444633806,-4.10893947658969
"ZNF787",40.9541045003259,1505.84713035928,2.04756260778815,0.0409791604395337,0.176663534938779,-4.11039460527451
"C17orf85",-35.0368170988722,1878.80088685476,-2.0474342458147,0.040991787912082,0.176687774828154,-4.11064324626461
"APOA5",0.0242876197731502,0.0197275618889484,2.0463752807144,0.0410960885977189,0.177057477319311,-4.11269390615479
"LOC339803",-30.1978922389761,500.736607628752,-2.04626620352062,0.0411068447299514,0.177057477319311,-4.11290507195269
"PRKD1",8.35536420370383,78.773903816098,2.0462381392639,0.0411096125406258,0.177057477319311,-4.11295940058806
"ULBP2",10.2269833459612,59.8594690224384,2.04608955961703,0.0411242687036724,0.177057477319311,-4.11324701858938
"DNAJB4",-34.5452300461695,600.790001966272,-2.04605485828602,0.0411276923442029,0.177057477319311,-4.11331418987637
"DEGS1",-34.324163288946,1120.89508337202,-2.04603026588896,0.0411301187817175,0.177057477319311,-4.11336179264198
"FIS1",67.1050013253325,2522.07691407084,2.0460240240732,0.041130734657081,0.177057477319311,-4.1133738746477
"RNF148",0.737133318407915,8.57521574100669,2.04589646351476,0.0411433226785133,0.177057477319311,-4.11362077998695
"COG5",115.741215463702,3532.15268530708,2.04589579561368,0.0411433885974079,0.177057477319311,-4.11362207273163
"LOC100133286",2.30490499874111,33.7460898904465,2.04585157262324,0.041147753411267,0.177057477319311,-4.11370766687182
"MYO5B",239.281390046859,9112.79250130327,2.04567846327829,0.0411648431035517,0.177100802054237,-4.11404270455923
"ARMCX1",-4.4658100219778,55.471303615081,-2.04539817510372,0.0411925264756999,0.177189680733809,-4.11458511794921
"ATRIP",6.46391770637621,268.380998602906,2.04473476664711,0.0412581126732356,0.177441540335839,-4.11586865290368
"MIIP",-11.6127034611322,370.043854685629,-2.04457637715354,0.0412737845511364,0.177478680790635,-4.116175037479
"ZSCAN12P1",-2.40703817758202,32.7446601333881,-2.04405915488108,0.0413249964023103,0.177668605633522,-4.11717537576378
"GBP2",-440.134831415904,2167.52674780823,-2.04395720529492,0.0413350971214997,0.177672927819609,-4.11737252277313
"RTFDC1",41.7766993551545,2432.07002579826,2.04390682520083,0.0413400893344944,0.177672927819609,-4.11746994268234
"NSG1",19.8404431243568,210.714986689843,2.0437504854404,0.0413555844530913,0.177709243993999,-4.11777224153723
"MEX3C",-29.2639421734709,1007.87615719083,-2.04363337936865,0.0413671942781771,0.177728855130768,-4.11799866310076
"TRPT1",23.7813146708484,837.053530639227,2.04316955376921,0.041413204847225,0.177877687771264,-4.1188953320533
"ANKRD65",69.7505646195827,2275.29829567437,2.04314199898782,0.0414159395924767,0.177877687771264,-4.11894859470966
"TM4SF19-AS1",-3.04870852455878,47.0846876056492,-2.04289212338952,0.0414407461374054,0.177953929276458,-4.11943156518683
"LOC100499484",-0.933901986765397,10.8216275692903,-2.04277039980607,0.0414528348835065,0.17797554163431,-4.11966681672095
"TMED8",3.6942329071974,134.026213874005,2.04256001624763,0.0414737357826839,0.177994099811605,-4.12007338610479
"CIB1",463.033429338237,13029.3167524905,2.04255080969055,0.0414746506273858,0.177994099811605,-4.12009117697015
"KCNQ3",-9.43730964069643,93.2795678585159,-2.04249967793347,0.0414797318413652,0.177994099811605,-4.12018998317237
"PRRC2B",198.491868294157,8977.46407159893,2.04244281233552,0.0414853834757544,0.177994099811605,-4.12029986648969
"TRPS1",20.9195948631096,802.071182214244,2.0419117780018,0.0415381923130109,0.178177404149945,-4.1213258562586
"ABALON",3.9075397160091,50.0414868106002,2.04182495694579,0.0415468316770966,0.178177404149945,-4.12149357462176
"NDUFA13",86.2889674112594,3195.699329655,2.04180017512564,0.0415492979388667,0.178177404149945,-4.12154144612132
"ATG4D",30.3822156008175,1124.96690873127,2.04159048392379,0.0415701711691941,0.178228953166734,-4.12194648752189
"ZBTB1",-30.408523776804,1579.60194802325,-2.04153746343021,0.0415754503819006,0.178228953166734,-4.12204889587503
"ZNF30-AS1",-0.490733425690268,4.10551339990931,-2.04144792011963,0.0415843674370942,0.178236887720181,-4.12222184158327
"LARP1B",31.9578811064919,925.061268778668,2.04120002581321,0.0416090621376975,0.178312433462671,-4.12270059044097
"DVL3",58.2517283780471,3526.61431591683,2.04097057256335,0.0416319308676296,0.178335436222048,-4.12314367362456
"KCNJ13",-0.753230480770242,1.93083153120968,-2.040915356139,0.0416374356696271,0.178335436222048,-4.12325029135343
"THAP3",-6.49314466515068,256.320211739386,-2.0408724074787,0.0416417178637547,0.178335436222048,-4.12333321921292
"RRP7BP",-5.12665536771745,79.8422175361516,-2.04086245637396,0.0416427100914947,0.178335436222048,-4.12335243315914
"COMMD8",-21.9307372887558,607.168460454618,-2.04073460044178,0.0416554604308799,0.178359757920305,-4.12359929370217
"LINC00294",5.14368262277827,131.625436559583,2.04062603353896,0.0416662897861988,0.178375847516476,-4.12380889955439
"FAM175A",-30.4864787298457,631.034241727727,-2.03998407041143,0.0417303732981089,0.178619877154505,-4.12504808747025
"HEMK1",-16.69374412403,470.503144691422,-2.0398224982925,0.0417465152843656,0.17865865312739,-4.12535991111952
"RBM42",42.8415761414499,2300.17245005286,2.03931312793121,0.0417974389978863,0.178846242796045,-4.12634280304418
"TMEM47",-24.5044915641161,280.146766820022,-2.03917052658375,0.0418117048405384,0.178848214824948,-4.12661792621932
"CCDC37",-105.652882387426,1374.49251143846,-2.03916677034985,0.0418120806701045,0.178848214824948,-4.12662517292777
"MON2",-44.1057934891685,1864.49830207668,-2.03899443955372,0.0418293262906715,0.178891645702933,-4.12695762767052
"FOLH1B",3.01367172529521,28.9206643859374,2.0387987364466,0.0418489181596163,0.178945094364835,-4.12733513784009
"LSM10",15.6177834503204,516.719966451262,2.03869364556251,0.041859442036442,0.178959756936816,-4.12753784278556
"TINAGL1",20.9611313855885,168.110063009981,2.03861569816109,0.0418672491952919,0.178962801847491,-4.12768818525799
"LAMTOR2",22.7837582179761,1076.70989422101,2.0383712237256,0.0418917436012011,0.179037163774432,-4.12815968296407
"GIT2",-43.1526490002805,1676.57528276431,-2.03819262845606,0.0419096451177722,0.179083328553394,-4.12850408965349
"LPPR2",27.9612427102608,664.321196079237,2.03792198350073,0.0419367856112041,0.179129116353211,-4.1290259500012
"INSC",-0.184746970491401,0.735078326664381,-2.03789808603421,0.0419391827844309,0.179129116353211,-4.12907202605044
"WDR86",-17.9534796984107,222.794372876007,-2.03787334072648,0.041941665127738,0.179129116353211,-4.12911973623672
"GRPR",-0.179523779427206,0.921580011716195,-2.03759819147007,0.041969275320444,0.17917241862122,-4.12965019916654
"FARS2",21.77815560989,787.42017017071,2.03757072442989,0.0419720323806329,0.17917241862122,-4.12970314925773
"PRKAG1",28.3795175345326,1586.22449123918,2.03755995161372,0.0419731137659684,0.17917241862122,-4.12972391655962
"SCAMP1",-64.6354363545215,1923.08795988946,-2.03703044994297,0.0420262947694103,0.179369079401625,-4.13074453003487
"MIR4720",-1.9902994574238,30.7315129281089,-2.03676851116391,0.0420526239590382,0.17945108894312,-4.13124931969586
"TUBA1C",190.238877378378,4616.09023702903,2.03643348965148,0.0420863195610229,0.179564500102713,-4.13189485574086
"CYP2U1",-25.280162241395,527.490167434521,-2.03567673254134,0.0421625165217418,0.179858611655897,-4.13335262685868
"SMIM3",14.4814203467799,340.249143146747,2.03560729137265,0.0421695143249674,0.179858611655897,-4.13348636732347
"FRMPD2B",-1.69114898164121,14.7724504201693,-2.03546127934682,0.0421842316248166,0.179890965089497,-4.1337675650056
"HNRNPK",-198.996922185908,15765.867312374,-2.0352100991204,0.0422095595564482,0.179950638871205,-4.13425125456399
"C8orf44",-3.1331906327158,81.8655842601829,-2.03518101339612,0.0422124932683525,0.179950638871205,-4.13430726018506
"KDELR2",269.020610939271,9241.6207522701,2.03501005805733,0.0422297400575457,0.179993741671432,-4.13463642493828
"IDO1",-2417.76558121032,9121.50068738479,-2.03493098658755,0.0422377191847185,0.179997335481558,-4.13478866330712
"CYP4F30P",-0.135270126947962,0.464259136048497,-2.03441635777775,0.0422896817800209,0.180188333314062,-4.13577934887902
"ATP6V0A4",-124.171938143987,2147.49675099856,-2.03428987526763,0.0423024611417064,0.180212342482419,-4.13602279600072
"STRA13",41.0257509052929,940.637052217579,2.03413496400568,0.0423181173078573,0.180248596922221,-4.13632094097807
"FAM153B",-0.998360571072752,7.40538923011824,-2.0338601857659,0.0423458999605568,0.180336481614905,-4.13684972891974
"TMEM254-AS1",-8.63474060971618,154.65086042807,-2.03360989185231,0.0423712204744464,0.180394161569879,-4.13733133740859
"PSMC3",101.107084495402,3479.56480011078,2.0335478599464,0.0423774977999945,0.180394161569879,-4.13745068840119
"FAM195A",25.2161190135261,813.638987939707,2.0335142508875,0.042380899201677,0.180394161569879,-4.13751535159874
"TBX6",14.0488636195273,346.868115082128,2.03340844693025,0.0423916085924574,0.18040930236817,-4.13771890953257
"DNAJA2",-37.9275123464836,3162.83415645748,-2.03327447397533,0.0424051725177297,0.180436584275846,-4.13797664724627
"C14orf39",-3.42807143557841,42.9826980463157,-2.03313234520839,0.0424195661895697,0.180437437797164,-4.13825005681112
"MIR1180",-0.318928981023189,1.98292703973156,-2.03313122241681,0.0424196799134626,0.180437437797164,-4.13825221662216
"LOC102724297",-2.13952598244086,12.7650515837978,-2.03267284251054,0.0424661293119746,0.180604560068327,-4.13913386154018
"OR2AP1",-0.0544907045629115,0.03995348809446,-2.03252946049243,0.0424806676120971,0.180606741935959,-4.13940960126802
"GATA1",3.56476621933236,12.9797493262607,2.03252655192474,0.0424809625716003,0.180606741935959,-4.13941519457162
"LSM5",-17.5723915353149,657.140752260837,-2.0323962009447,0.0424941833208925,0.180632504227535,-4.13966585712533
"USP5",51.452288415318,2578.10648781536,2.03220459561889,0.0425136230763057,0.180684688875608,-4.140034281847
"RBM26",-28.2736952402588,1140.09142934462,-2.03209755697457,0.0425244862072961,0.180700411066852,-4.14024008417055
"HLA-DQB1",-757.733355852969,6123.17296200477,-2.03202264259337,0.0425320905125493,0.180702282480806,-4.14038411506864
"MIR762HG",3.6895622697561,131.196901850612,2.03184943706481,0.0425496764323023,0.180746554113909,-4.14071710111634
"ANKRD26",-44.9698766429136,974.589108694179,-2.03165705835454,0.0425692162686428,0.180747049386108,-4.14108691457296
"AKR1C4",-0.755747059384497,9.37333815537095,-2.03165012415791,0.0425699207144719,0.180747049386108,-4.14110024367271
"FLJ45513",-0.918886844344135,9.05239438794223,-2.03161238321746,0.0425737549941518,0.180747049386108,-4.1411727895381
"POM121C",34.0443852581677,1599.29747155811,2.03156611760476,0.0425784557347072,0.180747049386108,-4.1412617197646
"MMP21",-0.471417298076839,3.36687659917862,-2.03146821455961,0.0425884044609147,0.180758861538299,-4.14144989915709
"TWSG1",-29.4401013086792,1074.04280302765,-2.03139079872098,0.0425962727098734,0.180761840988198,-4.14159869375964
"CARD11",-90.4063047081654,1158.28156673174,-2.03110763387543,0.042625062993869,0.180853589395686,-4.14214289386707
"NDFIP2",-98.0241920279382,3858.89465057174,-2.0310040756698,0.042635596208403,0.180867857174699,-4.14234189840232
"RPS27A",184.475766532477,7684.85686570595,2.03075962366267,0.0426604689017096,0.180942940571166,-4.14281161436351
"IST1",-57.2647930835205,3868.18870245819,-2.03058114862792,0.0426786362836604,0.180989563150479,-4.14315451992143
"LASP1",379.248666724005,13247.1344387753,2.03030058816824,0.0427072084279576,0.18108028666781,-4.1436935028793
"LINC01402",-0.248509958480748,1.38282737395117,-2.02994961977652,0.0427429737017863,0.181192012948512,-4.14436764252421
"LOC257396",-12.1958551080394,263.520520873026,-2.02990104833374,0.0427479253511179,0.181192012948512,-4.14446092942364
"GOLGA7B",12.7880564936411,61.6724359486925,2.02977542977601,0.0427607338760218,0.181215852031044,-4.14470218371898
"GAB2",-46.4206692594254,995.732285456481,-2.02939755749897,0.0427992827122279,0.181348749728412,-4.145427810135
"CASC9",-5.10967110924501,39.8826717222207,-2.02922687345771,0.0428167047845873,0.181381418637844,-4.14575553017857
"SYTL4",25.8616083631404,672.980529428624,2.02913395346637,0.0428261918455718,0.181381418637844,-4.14593392875703
"CEP97",-65.4124399473276,1482.59933692997,-2.02902739140878,0.0428370739435637,0.181381418637844,-4.14613850902506
"SCARNA22",-0.277719216688148,1.90964905836829,-2.02900560441368,0.0428392991159814,0.181381418637844,-4.14618033488857
"FAM21C",41.2564716991624,1678.26726552054,2.02896989063053,0.0428429468856754,0.181381418637844,-4.14624889592271
"NBAS",57.2653314425038,2193.79215806901,2.0286826379139,0.042872296159269,0.181475213680383,-4.14680030195042
"VCP",351.72501730265,15195.2445108448,2.02856194471032,0.042884632743652,0.181491945542003,-4.14703195981862
"TMEM8B",-31.0208075963826,820.340691428465,-2.02843506944183,0.0428976044664396,0.181491945542003,-4.1472754688325
"ZNF626",-18.724692410711,489.113030289044,-2.02843281906323,0.0428978345750642,0.181491945542003,-4.1472797878007
"MAGI3",91.8954101165818,2503.76939518686,2.028110588137,0.0429307945453939,0.181600932687073,-4.14789817049634
"TRIM4",-28.2895291774612,1219.9994450233,-2.02769751578398,0.0429730777702117,0.18174931483498,-4.14869074205348
"LRP10",599.14768791696,17257.1614397425,2.02736233075255,0.0430074141563253,0.181864042695583,-4.14933375220766
"GPR62",0.561349639781572,7.01751229165865,2.02718434799888,0.043025656170852,0.181910685761578,-4.14967514696973
"HCG26",-10.293929290283,180.684196747185,-2.02684926142889,0.04306001803707,0.181991074305658,-4.15031780756758
"ATP6V0D2",6.62558758943943,67.1845537857856,2.02675592386785,0.0430695935906007,0.181991074305658,-4.15049680045322
"C4orf26",-0.220796781440443,0.980265126478423,-2.02673104737324,0.0430721459887319,0.181991074305658,-4.15054450458502
"PDK1",27.8347319253609,469.239183218771,2.02671756162466,0.0430735297179186,0.181991074305658,-4.15057036513827
"PACSIN2",66.8762133825553,3414.43816854697,2.02631080320443,0.0431152835864047,0.182136980938448,-4.15135029371544
"CTAGE1",-8.92798122998329,282.188891552336,-2.02588996078584,0.0431585192574659,0.182287130365262,-4.1521570645624
"MRPS6",62.4782827017664,1303.66558395649,2.02582418344906,0.043165280275599,0.182287130365262,-4.15228314725122
"DHDH",1.46943739217859,15.8593234443633,2.02562432792755,0.043185828216066,0.182329605752322,-4.15266620760528
"ERLEC1",126.776841025712,4820.02095737779,2.02558575301503,0.0431897952097259,0.182329605752322,-4.15274013931698
"SCN2A",1.20623120268423,5.40736249187504,2.02526972940454,0.0432223062872457,0.182436320915242,-4.15334576989675
"LOC100133985",0.95789352926051,17.0858829204821,2.02516461456443,0.0432331246179286,0.182441041361645,-4.15354719226777
"CATSPER2",-4.32584362228799,65.8400819948557,-2.02511831640129,0.0432378903131904,0.182441041361645,-4.15363590611148
"ENOSF1",-50.1883647434533,982.654480302052,-2.02488243569169,0.0432621775702369,0.182512989970172,-4.15408785588842
"COMMD4",25.6603516175246,1148.27338941244,2.02478122110324,0.0432726025859506,0.18252644274716,-4.15428176810066
"CD27-AS1",-7.18463249535043,199.389197625872,-2.02468120860071,0.0432829058772975,0.182539377670783,-4.1544733678903
"SEZ6L2",51.4265887994284,1674.21635899291,2.02446239622275,0.0433054551802706,0.1826039454141,-4.15489252693948
"RORA",-52.8687218285154,1409.06871831175,-2.02431937802613,0.0433201990297949,0.182635584209853,-4.15516646976242
"C3orf20",-1.07078612163524,11.8574891109357,-2.02415512010087,0.0433371377422769,0.182676464306683,-4.15548107243482
"C18orf8",-29.1180025063056,1100.1758951406,-2.02403508593316,0.04334951952993,0.182678084527783,-4.15571095754248
"ATG4A",29.0813317072777,1186.37284489204,2.02401097893932,0.0433520065803723,0.182678084527783,-4.15575712476384
"BTN2A2",-36.1224667113515,733.510190776723,-2.02392358624154,0.043361023650979,0.1826855621467,-4.15592448566678
"HCG27",-2.18871168461622,25.2862268049102,-2.02361242024183,0.0433931422686632,0.182790350799058,-4.15652032444655
"SERGEF",8.27707869669382,346.178925047701,2.02347163213296,0.0434076810632834,0.182821063139132,-4.15678988398574
"BARHL1",-0.119693580745544,0.448041797994345,-2.02263601088654,0.0434940582437751,0.183154277986809,-4.15838942250555
"STX2",-46.0277926634051,845.830835973815,-2.02253490788642,0.0435045190025309,0.183167749510906,-4.15858290868747
"DAAM2",5.46629140824498,48.9419363449961,2.02237619529596,0.0435209447115855,0.183177121819653,-4.1588866261342
"MAP9",-146.968629346452,2981.79300644988,-2.02237306169298,0.0435212690717244,0.183177121819653,-4.15889262245919
"LINC00607",-1.46569499347653,18.512172143013,-2.02202847674656,0.0435569496457261,0.183296713023656,-4.15955194909367
"LYVE1",-0.267408064941223,0.88456431336488,-2.02187317962332,0.0435730382162021,0.183333830853292,-4.1598490573422
"EIF3G",52.1511141627052,3251.2823516278,2.02139222747863,0.0436228961202357,0.183512997287662,-4.1607690527709
"LINC00113",0.197398218781124,0.743609333558332,2.02111287616162,0.0436518772375731,0.183604294053784,-4.16130331424514
"XAF1",-319.377237227747,1609.91496410738,-2.02100800022946,0.0436627617284406,0.183619456791962,-4.16150387141678
"IKBKAP",-69.7762202739436,2119.81312503024,-2.02087572044071,0.0436764935893262,0.183636899796606,-4.16175681908881
"PEX19",49.5260311999086,3456.69870347582,2.02077068993483,0.0436873993267595,0.183636899796606,-4.16195764856968
"ARHGEF7",27.2702605202398,1836.54668548042,2.02072770703243,0.043691863077957,0.183636899796606,-4.16203983347071
"TIMM13",33.0780525966184,1341.20924415668,2.02068758122117,0.0436960304701565,0.183636899796606,-4.16211655394934
"WTAP",-52.712319109748,2148.35187855793,-2.02013596483044,0.0437533544338416,0.183834918838031,-4.16317109096227
"ITGB4",273.477253313923,8276.165381729,2.02009393392327,0.0437577248930995,0.183834918838031,-4.16325143069911
"MIR26A2",-0.17666046344325,0.919604268819109,-2.01992509073832,0.043775285274375,0.183878067570497,-4.1635741484003
"RAB10",-122.732368662672,5713.9815989755,-2.01983403828803,0.0437847575763559,0.183887233617383,-4.16374817005472
"GNG2",-35.8931236706788,279.74207665027,-2.01960710303412,0.04380837348823,0.183955787059616,-4.16418186050227
"ALX1",-0.357764036005478,2.21190331723137,-2.01945329026055,0.0438243860713012,0.183981250159099,-4.16447578098841
"C22orf46",-21.6348583862637,636.46435812544,-2.01937368127978,0.043832675659641,0.183981250159099,-4.16462789692866
"C12orf54",3.67862603015416,44.8625185817956,2.01933869538433,0.0438363191189416,0.183981250159099,-4.16469474570869
"ITGB7",-37.253349274112,381.120923138229,-2.01904466832771,0.0438669494618406,0.184079177046326,-4.16525650833293
"RARA-AS1",5.26564337988503,120.517265884483,2.01884914874854,0.0438873277876324,0.184111490343658,-4.16563001967526
"HIST4H4",-1.24719679195499,26.8014973259756,-2.01878157632649,0.0438943724885641,0.184111490343658,-4.1657590985219
"SYNJ1",-22.8018100399491,457.168999069258,-2.01876071984222,0.0438965470554535,0.184111490343658,-4.16579893833554
"FGL2",-144.652497697672,821.178386614413,-2.01853701709273,0.0439198767861201,0.184155641814984,-4.16622622715896
"LOC101929294",-0.371782241267913,3.19984940393005,-2.0185197744943,0.0439216754344651,0.184155641814984,-4.16625915985791
"ADAM11",-0.97928104471731,8.07471587732023,-2.01838395581411,0.0439358454343903,0.184184438297667,-4.16651855859139
"RANBP9",84.2437513637392,2770.84556411387,2.01817824552087,0.043957314611224,0.184243819168081,-4.16691140978385
"TUBB",245.792603725001,6786.87496398569,2.01806803805104,0.0439688201839001,0.184261425538909,-4.16712186006485
"WAPL",-45.2598288596805,2634.20809661891,-2.01785834174203,0.0439907193493353,0.184317331532764,-4.16752226116658
